genesID,trID,rbf_mrna,noise_mrna,loglik_ratio_mrna,rbf_premrna,noise_premrna,loglik_ratio_premrna,lengthscale_rbf_mrna,variance_rbf_mrna,variance_noise_mrna,lengthscale_rbf_premrna,variance_rbf_premrna,variance_noise_premrna,p_val_mrna,p_val_premrna
FBgn0000071,FBtr0081619,164.28722698243476,195.9823475806691,31.695120598234354,-10.9218787620364,0.9074615312140466,11.829340293250446,51.74754483784338,0.04761052686613584,0.0,51.74754483784338,0.04761052686613584,4.808375919639993e-12,1.8037481041956655e-08,0.0005830464785527552
FBgn0000071,FBtr0081620,113.79554954042487,142.32453598119753,28.528986440772655,-10.9218787620364,0.9074615312140466,11.829340293250446,51.74754483784338,0.04761052686613584,9.78688668048316e-23,51.74754483784338,0.04761052686613584,4.808375919639993e-12,9.23061885326905e-08,0.0005830464785527552
FBgn0000117,FBtr0332583,86.73670044087706,108.24893879034639,21.512238349469328,107.15614289592743,135.80554268869662,28.649399792769188,18.67615269746074,355.6347950007065,2.0320379412266415e-06,18.67615269746074,355.6347950007065,8.132827744258407e-11,3.5157775273391636e-06,8.674087318909853e-08
FBgn0000163,FBtr0343764,51.626557403323446,79.89691706954646,28.270359666223015,130.26061717333454,155.99012102206368,25.729503848729138,24.888502633226825,1403.8451236360236,7.297366215268589e-06,24.888502633226825,1403.8451236360236,1.7240372315959167e-52,1.0549911715748351e-07,3.927762332114026e-07
FBgn0000180,FBtr0079929,132.0347855988298,159.97711201021133,27.942326411381515,129.9835409786598,164.09453944484886,34.11099846618907,28.437434160118457,2795.601459410665,1.2451244229701614e-05,28.437434160118457,2795.601459410665,1.0994458185915052e-187,1.249856281155314e-07,5.205620252996193e-09
FBgn0000180,FBtr0329984,132.0347855988298,159.97711201021133,27.942326411381515,129.9835409786598,164.09453944484886,34.11099846618907,28.437434160118457,2795.601459410665,1.2451244229701614e-05,28.437434160118457,2795.601459410665,1.0994458185915052e-187,1.249856281155314e-07,5.205620252996193e-09
FBgn0000229,FBtr0302378,77.1198671114291,100.0025911966141,22.882724085185004,-22.648827161718835,-9.699202017647501,12.949625144071334,80.14247060784075,0.054502845478181274,3.151302355668342e-05,80.14247060784075,0.054502845478181274,1.0270828631503322e-10,1.7219256297691778e-06,0.00031998555926705086
FBgn0000233,FBtr0071379,72.23077710123023,102.31224357294627,30.08146647171604,-52.14734492544544,-52.1473640372656,-1.9111820165562676e-05,56.28557387721781,2.8059592387987084e-09,3.071088969115761e-06,56.28557387721781,2.8059592387987084e-09,1.1239675856636995e-11,4.14271556111914e-08,1.0
FBgn0000395,FBtr0071610,96.75010428929836,120.96765005377847,24.217545764480107,109.6282577490123,142.9520826459091,33.32382489689678,21.875291772687,555.7197720828107,1.0344439527156835e-05,21.875291772687,555.7197720828107,1.9134761609702591e-07,8.60448194993194e-07,7.802090703982618e-09
FBgn0000411,FBtr0333034,152.06438346399221,176.72185267294984,24.65746920895762,-179.66450174049683,-179.66449357369882,8.166798011188803e-06,150.70696263395905,5.561007742050217e-44,4.595929969513701e-06,150.70696263395905,5.561007742050217e-44,6.022789357455777e-97,6.847883239817695e-07,0.997719839712339
FBgn0000411,FBtr0333035,118.58936273312526,132.5078634005246,13.918500667399343,-179.66450174049683,-179.66449357369882,8.166798011188803e-06,150.70696263395905,5.561007742050217e-44,0.000270870107634153,150.70696263395905,5.561007742050217e-44,6.022789357455777e-97,0.00019091007666906403,0.997719839712339
FBgn0000439,FBtr0081621,69.12719255663222,99.75290151686727,30.625708960235045,62.58236999561054,96.5762728041087,33.993902808498156,32.57266155478801,32.61483196270871,1.2847312010528156e-07,32.57266155478801,32.61483196270871,1.8811213593870306e-07,3.1291977831972545e-08,5.5285044554766274e-09
FBgn0000449,FBtr0073205,121.34396814172115,148.4130957727011,27.06912763097995,-130.62356972468808,-130.6235051990962,6.452559188119267e-05,68.06404883085095,1.2168044349884312e-12,0.000234658959664595,68.06404883085095,1.2168044349884312e-12,4.262878938641368e-11,1.9630812183226596e-07,0.9935908359284994
FBgn0000477,FBtr0083538,80.29199321839306,95.7047436768208,15.412750458427737,-124.37659847105598,-124.37659849958568,-2.8529697715384827e-08,67.81900807617632,3.30402372128392e-13,3.156456192702655e-05,67.81900807617632,3.30402372128392e-13,3.1374902675902e-13,8.64033225423947e-05,1.0
FBgn0000489,FBtr0075529,106.2435036098486,120.21175044022256,13.968246830373957,126.35673912781286,141.92178468221718,15.565045554404321,22.007955348541472,523.9960501503936,8.741152866024756e-05,22.007955348541472,523.9960501503936,1.1890319961797648e-35,0.00018592429158047574,7.971474081310355e-05
FBgn0000490,FBtr0077773,39.66286179167221,66.37017961191532,26.707317820243105,62.66966667887605,93.86662644517472,31.19695976629867,13.511409027189975,24.589499585203534,3.891909463417676e-07,13.511409027189975,24.589499585203534,4.620782774260974e-06,2.3672330087470586e-07,2.3313090338639118e-08
FBgn0000490,FBtr0077775,76.77838436828682,110.81534446087133,34.03696009258451,62.66966667887605,93.86662644517472,31.19695976629867,13.511409027189975,24.589499585203534,8.990956863862877e-10,13.511409027189975,24.589499585203534,4.620782774260974e-06,5.40750859320011e-09,2.3313090338639118e-08
FBgn0000542,FBtr0070606,86.8746432648912,117.56006721326843,30.68542394837722,132.10428686990224,160.91213383164094,28.807846961738704,34.94711616170966,2334.9738193629682,2.005573336410958e-06,34.94711616170966,2334.9738193629682,3.296619416454786e-09,3.0343593645997164e-08,7.99266284630453e-08
FBgn0000542,FBtr0112802,116.46823701471655,144.718894111284,28.250657096567437,132.10428686990224,160.91213383164094,28.807846961738704,34.94711616170966,2334.9738193629682,1.7739594463802898e-43,34.94711616170966,2334.9738193629682,3.296619416454786e-09,1.0657844508966526e-07,7.99266284630453e-08
FBgn0000565,FBtr0075552,79.87556386322534,98.08852581383817,18.212961950612836,8.748622576511742,16.922889200579828,8.174266624068085,15.773488559934693,0.13868364000066452,3.75056665334862e-07,15.773488559934693,0.13868364000066452,3.4417069188680625e-10,1.9752993030205232e-05,0.004248884452848121
